,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
643,1,48,4,car (new),6143,1,5,4,female : non-single or male : single,none,4,real estate,58,stores,3,2,2,0 to 2,1,2,0
644,4,24,4,repairs,1597,1,5,4,male : married/widowed,none,4,real estate,54,none,3,2,3,3 or more,1,2,1
645,1,36,2,business,15857,1,1,2,male : divorced/separated,co-applicant,3,building soc. savings agr./life insurance,43,none,2,1,4,0 to 2,1,2,1
646,4,24,4,furniture/equipment,2223,2,5,4,male : married/widowed,none,4,car or other,52,bank,2,2,3,0 to 2,1,2,1
647,4,48,3,furniture/equipment,7238,5,5,3,male : married/widowed,none,3,building soc. savings agr./life insurance,32,bank,2,2,3,3 or more,1,2,1
648,2,30,3,retraining,2503,2,5,4,male : married/widowed,none,2,car or other,41,stores,2,2,3,0 to 2,1,2,1
649,2,18,2,retraining,2622,2,3,4,male : married/widowed,none,4,building soc. savings agr./life insurance,34,none,2,1,3,0 to 2,1,2,1
650,2,24,2,car (used),4351,5,3,1,female : non-single or male : single,none,4,car or other,48,none,2,1,2,0 to 2,2,2,1
651,2,6,2,furniture/equipment,368,5,5,4,male : married/widowed,none,4,car or other,38,none,2,1,3,0 to 2,1,2,1
652,2,12,2,vacation,754,5,5,4,male : married/widowed,none,4,car or other,38,none,2,2,3,0 to 2,1,2,1
653,4,24,4,furniture/equipment,2424,5,5,4,male : married/widowed,none,4,car or other,53,none,2,2,3,0 to 2,1,2,1
654,2,48,3,retraining,6681,5,3,4,male : married/widowed,none,4,real estate,38,none,3,1,3,3 or more,2,2,1
655,2,18,3,retraining,2427,5,5,4,male : married/widowed,none,2,car or other,42,none,2,2,3,0 to 2,1,2,1
656,2,24,4,furniture/equipment,1216,2,2,4,male : married/widowed,none,4,real estate,38,bank,2,2,3,3 or more,1,2,0
657,2,6,2,furniture/equipment,753,1,3,2,female : non-single or male : single,guarantor,3,unknown / no property,64,none,2,1,3,0 to 2,1,2,1
658,2,7,2,furniture/equipment,2576,1,3,2,male : married/widowed,guarantor,2,unknown / no property,35,none,2,1,3,0 to 2,1,1,1
659,2,6,2,furniture/equipment,590,1,2,3,female : single,none,3,unknown / no property,26,none,2,1,2,0 to 2,1,1,1
660,2,8,2,furniture/equipment,1414,1,3,4,male : married/widowed,guarantor,2,unknown / no property,33,none,2,1,3,0 to 2,1,1,1
661,2,12,2,furniture/equipment,1103,1,4,4,male : married/widowed,guarantor,3,unknown / no property,29,none,2,2,3,0 to 2,1,2,1
662,2,12,3,furniture/equipment,585,1,3,4,female : single,co-applicant,4,unknown / no property,20,none,1,2,3,0 to 2,1,2,1
663,2,6,2,furniture/equipment,1068,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,28,none,2,1,3,3 or more,1,2,1
664,1,8,4,others,713,1,5,4,male : married/widowed,none,4,unknown / no property,47,none,2,2,2,0 to 2,1,2,1
665,2,12,2,furniture/equipment,1092,1,3,4,female : non-single or male : single,guarantor,4,unknown / no property,49,none,2,2,3,0 to 2,2,2,1
666,2,7,2,furniture/equipment,2329,1,2,1,female : non-single or male : single,guarantor,1,unknown / no property,45,none,2,1,3,0 to 2,1,2,1
667,2,13,4,furniture/equipment,882,1,2,4,male : married/widowed,guarantor,4,unknown / no property,23,none,2,2,3,0 to 2,1,2,1
668,2,18,2,furniture/equipment,866,1,3,4,female : single,guarantor,2,unknown / no property,25,none,2,1,2,0 to 2,1,2,1
669,2,7,2,furniture/equipment,2415,1,3,3,male : married/widowed,guarantor,2,unknown / no property,34,none,2,1,3,0 to 2,1,2,1
670,2,13,2,furniture/equipment,2101,1,2,2,female : non-single or male : single,guarantor,4,car or other,23,none,2,1,2,0 to 2,1,2,1
671,2,18,2,furniture/equipment,1301,1,5,4,female : single,guarantor,2,unknown / no property,32,none,2,1,2,0 to 2,1,2,1
672,2,18,2,furniture/equipment,1113,1,3,4,female : non-single or male : single,guarantor,4,unknown / no property,26,none,2,1,2,3 or more,1,2,1
673,2,8,2,furniture/equipment,760,1,4,4,female : non-single or male : single,guarantor,2,unknown / no property,44,none,2,1,2,0 to 2,1,2,1
674,2,12,2,furniture/equipment,625,1,2,4,female : single,guarantor,1,unknown / no property,26,bank,2,1,2,0 to 2,1,2,1
675,3,6,4,others,1323,2,5,2,male : divorced/separated,none,4,building soc. savings agr./life insurance,28,none,2,2,3,3 or more,2,2,1
676,1,9,4,furniture/equipment,1138,1,3,4,male : married/widowed,none,4,unknown / no property,25,none,2,2,2,0 to 2,1,2,1
677,2,18,4,furniture/equipment,1795,1,5,3,female : non-single or male : single,guarantor,4,unknown / no property,48,bank,1,2,2,0 to 2,2,2,1
678,2,15,4,furniture/equipment,2728,5,4,4,male : married/widowed,guarantor,2,unknown / no property,35,bank,2,3,3,0 to 2,2,2,1
679,2,6,2,furniture/equipment,484,1,4,3,female : single,guarantor,3,unknown / no property,28,bank,2,1,2,0 to 2,1,2,1
680,2,10,1,furniture/equipment,1048,1,3,4,male : married/widowed,none,4,unknown / no property,23,stores,2,1,2,0 to 2,1,2,1
681,2,12,2,furniture/equipment,1155,1,5,3,female : single,guarantor,3,unknown / no property,40,bank,2,2,2,0 to 2,1,2,1
682,2,20,3,car (new),7057,5,4,3,male : married/widowed,none,4,car or other,36,bank,1,2,4,3 or more,2,2,1
683,2,15,4,furniture/equipment,1537,5,5,4,male : married/widowed,guarantor,4,unknown / no property,50,none,2,2,3,0 to 2,2,2,1
684,1,12,2,furniture/equipment,2214,1,3,4,male : married/widowed,none,3,car or other,24,none,2,1,2,0 to 2,1,2,1
685,4,24,4,car (used),1585,1,4,4,male : married/widowed,none,3,car or other,40,none,2,2,3,0 to 2,1,2,1
686,2,10,2,car (used),1521,1,3,4,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,none,2,1,2,0 to 2,1,2,1
687,2,36,1,radio/television,3990,5,2,3,female : non-single or male : single,none,2,real estate,29,bank,2,1,1,0 to 2,1,2,1
688,3,18,2,car (used),3049,1,2,1,female : non-single or male : single,none,1,car or other,45,stores,2,1,2,0 to 2,1,2,1
689,1,24,2,furniture/equipment,1282,2,3,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,32,none,2,1,2,0 to 2,1,2,0
690,4,60,2,furniture/equipment,10144,2,4,2,female : non-single or male : single,none,4,unknown / no property,21,none,2,1,3,0 to 2,2,2,1
691,1,12,2,others,1168,1,3,4,female : single,none,3,unknown / no property,27,none,2,1,2,0 to 2,1,2,1
692,2,6,2,domestic appliances,454,1,2,3,female : single,none,1,car or other,22,none,2,1,2,0 to 2,1,2,1
693,4,15,3,car (new),3594,1,2,1,female : non-single or male : single,none,2,car or other,46,none,2,2,2,0 to 2,1,2,1
694,4,12,2,car (used),1768,1,3,3,male : married/widowed,none,2,unknown / no property,24,none,1,1,2,0 to 2,1,2,1
695,4,60,3,furniture/equipment,15653,1,4,2,male : married/widowed,none,4,building soc. savings agr./life insurance,21,none,2,2,3,0 to 2,2,2,1
696,3,12,3,others,2247,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,36,stores,2,2,3,0 to 2,2,2,1
697,4,24,2,furniture/equipment,1413,1,3,4,female : single,none,2,car or other,28,none,2,1,3,0 to 2,1,2,1
698,2,45,4,car (new),4576,2,1,3,male : married/widowed,none,4,building soc. savings agr./life insurance,27,none,2,1,3,0 to 2,1,2,1
699,1,24,4,furniture/equipment,1231,4,5,4,female : non-single or male : single,none,4,car or other,57,none,1,2,4,0 to 2,2,2,1
700,1,36,2,car (new),8335,5,5,3,male : married/widowed,none,4,real estate,47,none,3,1,3,0 to 2,1,2,0
701,2,36,4,car (new),5800,1,3,3,male : married/widowed,none,4,building soc. savings agr./life insurance,34,none,2,2,3,0 to 2,2,2,1
702,1,18,3,repairs,8471,5,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,1,2,3,0 to 2,2,2,1
703,1,30,2,car (used),3622,4,5,4,female : non-single or male : single,none,4,car or other,57,none,1,2,3,0 to 2,2,2,1
704,1,6,4,furniture/equipment,1169,5,5,4,male : married/widowed,none,4,unknown / no property,67,none,2,2,3,0 to 2,2,2,1
705,4,15,2,radio/television,1262,3,4,4,male : married/widowed,none,3,car or other,36,none,2,2,3,0 to 2,2,2,1
706,3,24,4,car (used),3617,5,5,4,male : married/widowed,co-applicant,4,real estate,20,none,1,2,3,0 to 2,1,2,1
707,2,30,4,others,2181,5,5,4,male : married/widowed,none,4,unknown / no property,36,none,2,2,3,0 to 2,1,2,1
708,1,48,1,retraining,7685,1,4,2,female : non-single or male : single,guarantor,4,building soc. savings agr./life insurance,37,none,1,1,3,0 to 2,1,2,0
709,4,48,4,repairs,6110,1,3,1,male : married/widowed,none,3,real estate,31,bank,3,1,3,0 to 2,2,2,1
710,4,24,2,others,3757,1,5,4,female : non-single or male : single,co-applicant,4,real estate,62,none,3,1,3,0 to 2,2,2,1
711,1,42,4,domestic appliances,3394,1,1,4,male : married/widowed,co-applicant,4,building soc. savings agr./life insurance,65,none,2,2,1,0 to 2,1,2,1
712,4,36,4,retraining,6304,5,5,4,male : married/widowed,none,4,unknown / no property,36,none,2,2,3,0 to 2,1,2,1
713,4,9,4,repairs,1244,5,5,4,female : non-single or male : single,none,4,car or other,41,none,1,2,2,0 to 2,1,2,1
714,4,6,2,others,3518,1,3,2,male : married/widowed,guarantor,3,car or other,26,none,1,1,3,0 to 2,1,2,1
715,4,36,0,domestic appliances,2613,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,27,none,2,2,3,0 to 2,1,2,1
716,1,48,2,repairs,7476,1,4,4,male : married/widowed,none,1,real estate,50,none,3,1,4,0 to 2,2,2,1
717,4,24,2,retraining,4591,4,3,2,male : married/widowed,none,3,car or other,54,none,2,3,4,0 to 2,2,2,0
718,2,18,2,car (used),1924,5,2,4,female : non-single or male : single,none,3,unknown / no property,27,none,1,1,3,0 to 2,1,2,0
719,2,72,2,furniture/equipment,5595,2,3,2,female : single,none,2,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,1,2,0
720,2,48,3,repairs,6224,1,5,4,male : married/widowed,none,4,real estate,50,none,3,1,3,0 to 2,1,2,0
721,3,15,2,repairs,1905,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,40,none,1,1,4,0 to 2,2,2,1
722,4,21,3,car (new),2993,1,3,3,male : married/widowed,none,2,unknown / no property,28,stores,2,2,2,0 to 2,1,2,1
723,4,36,3,car (new),8947,5,4,3,male : married/widowed,none,2,building soc. savings agr./life insurance,31,stores,2,1,4,3 or more,2,2,1
724,1,24,2,car (used),4020,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,27,stores,2,1,3,0 to 2,1,2,1
725,2,18,2,car (new),2779,1,3,1,female : single,none,3,building soc. savings agr./life insurance,21,none,1,1,3,0 to 2,2,2,1
726,4,21,2,others,2782,3,4,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,bank,2,1,4,0 to 2,1,2,1
727,4,12,2,others,1884,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,39,none,2,1,4,0 to 2,2,2,1
728,4,36,4,car (new),11054,5,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,4,0 to 2,2,2,1
729,2,60,3,furniture/equipment,9157,5,3,2,male : married/widowed,none,2,real estate,27,none,3,1,4,0 to 2,1,2,1
730,2,42,1,car (new),9283,1,1,1,male : married/widowed,none,2,real estate,55,bank,3,1,4,0 to 2,2,2,1
731,4,60,2,others,6527,5,3,4,male : married/widowed,none,4,real estate,34,none,3,1,3,3 or more,2,2,1
732,4,15,4,car (new),3368,4,5,3,male : married/widowed,none,4,real estate,23,none,1,2,3,0 to 2,2,2,1
733,1,15,2,others,2511,1,1,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,1,1,3,0 to 2,1,2,1
734,1,36,2,car (new),5493,1,5,2,male : married/widowed,none,4,real estate,42,none,3,1,3,3 or more,1,2,1
735,4,6,2,radio/television,1338,3,3,1,male : divorced/separated,none,4,unknown / no property,62,none,2,1,3,0 to 2,1,2,1
736,2,9,2,furniture/equipment,1082,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,37,none,2,2,2,0 to 2,1,2,1
737,4,18,4,furniture/equipment,1149,4,3,4,male : married/widowed,none,3,unknown / no property,46,none,2,2,3,0 to 2,1,2,1
738,2,15,2,domestic appliances,1308,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,38,none,2,2,2,0 to 2,1,2,1
739,2,20,0,car (new),6148,2,5,3,female : single,none,4,building soc. savings agr./life insurance,31,bank,2,2,3,0 to 2,2,2,1
740,4,12,2,car (used),1736,1,4,3,female : non-single or male : single,none,4,unknown / no property,31,none,2,1,2,0 to 2,1,2,1
741,4,12,2,furniture/equipment,3059,4,4,2,male : divorced/separated,none,4,unknown / no property,61,none,2,1,2,0 to 2,1,2,1
742,1,24,2,car (used),2996,5,3,2,female : single,none,4,building soc. savings agr./life insurance,20,none,2,1,3,0 to 2,1,2,0
743,4,30,4,car (new),7596,5,5,1,male : married/widowed,none,4,building soc. savings agr./life insurance,63,none,2,2,3,0 to 2,1,2,1
744,4,30,2,car (new),4811,5,4,2,female : non-single or male : single,none,4,car or other,24,stores,1,1,2,0 to 2,1,2,1
745,4,6,2,car (used),1766,1,3,1,female : single,none,2,car or other,21,none,1,1,3,0 to 2,1,2,1
746,2,24,2,car (new),2760,5,5,4,male : married/widowed,none,4,real estate,36,bank,3,1,3,0 to 2,2,2,1
747,4,24,4,domestic appliances,5507,1,5,3,male : married/widowed,none,4,real estate,44,none,3,2,3,0 to 2,1,2,1
748,2,9,2,repairs,1199,1,4,4,female : non-single or male : single,none,4,car or other,67,none,2,2,4,0 to 2,2,2,1
749,3,24,2,car (used),2892,1,5,3,male : divorced/separated,none,4,real estate,51,none,3,1,3,0 to 2,1,2,1
750,2,36,3,others,2862,2,5,4,male : married/widowed,none,3,real estate,30,none,3,1,3,0 to 2,1,2,1
751,1,9,2,others,654,1,3,4,male : married/widowed,none,3,building soc. savings agr./life insurance,28,none,2,1,2,0 to 2,1,2,0
752,2,9,4,repairs,1136,4,5,4,male : married/widowed,none,3,real estate,32,none,3,2,3,3 or more,1,2,0
753,2,24,2,car (new),4113,3,2,3,female : non-single or male : single,none,4,building soc. savings agr./life insurance,28,none,1,1,3,0 to 2,1,2,0
754,2,6,2,others,14555,5,1,1,male : married/widowed,none,2,car or other,23,none,2,1,1,0 to 2,2,2,0
755,1,15,0,others,950,1,5,4,male : married/widowed,none,3,building soc. savings agr./life insurance,33,none,1,2,3,3 or more,1,2,0
756,1,24,4,others,1199,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,60,none,2,2,2,0 to 2,1,2,0
757,1,12,0,others,1082,1,3,4,male : married/widowed,none,4,building soc. savings agr./life insurance,48,bank,2,2,3,0 to 2,1,2,0
758,2,30,2,others,2150,1,3,4,female : non-single or male : single,guarantor,2,real estate,24,bank,2,1,3,0 to 2,1,2,0
759,2,36,4,others,2820,1,2,4,male : divorced/separated,none,4,building soc. savings agr./life insurance,27,none,2,2,3,0 to 2,1,2,0
760,2,48,2,furniture/equipment,3060,1,4,4,male : married/widowed,none,4,unknown / no property,28,none,2,2,3,0 to 2,1,2,0
761,1,18,2,furniture/equipment,2600,1,3,4,male : married/widowed,none,4,real estate,65,none,3,2,3,0 to 2,1,2,0
762,4,21,0,others,5003,5,3,1,female : non-single or male : single,none,4,car or other,29,bank,2,2,3,0 to 2,2,2,0
763,2,60,2,repairs,6288,1,3,4,male : married/widowed,none,4,real estate,42,none,3,1,3,0 to 2,1,2,0
764,4,24,3,others,2538,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,47,none,2,2,2,3 or more,1,2,0
765,4,9,2,furniture/equipment,1478,1,4,4,male : married/widowed,none,2,building soc. savings agr./life insurance,22,none,2,1,3,0 to 2,1,2,0
766,2,39,4,furniture/equipment,4933,1,4,2,male : married/widowed,guarantor,2,unknown / no property,25,none,2,2,3,0 to 2,1,2,0
767,4,18,4,others,1530,1,3,3,male : married/widowed,none,2,car or other,32,bank,2,2,3,0 to 2,1,2,0
768,2,9,1,others,1437,2,4,2,male : married/widowed,none,3,real estate,29,none,2,1,3,0 to 2,1,2,0
769,1,15,2,radio/television,1275,5,3,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,1,1,3,0 to 2,1,2,0
770,1,24,2,furniture/equipment,1823,1,1,4,male : married/widowed,none,2,building soc. savings agr./life insurance,30,stores,2,1,4,3 or more,1,2,0
771,1,9,2,others,1422,1,2,3,male : married/widowed,none,2,real estate,27,none,3,1,4,0 to 2,2,2,0
772,1,18,2,radio/television,1217,1,3,4,female : single,none,3,unknown / no property,47,none,2,1,2,0 to 2,2,2,0
773,1,36,2,others,9271,1,4,2,male : married/widowed,none,1,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,2,2,0
774,1,36,3,retraining,2145,1,4,2,male : married/widowed,none,1,building soc. savings agr./life insurance,24,none,2,2,3,0 to 2,2,2,0
775,1,36,2,others,1842,1,2,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,34,none,2,1,3,0 to 2,2,2,0
776,2,18,3,car (used),4297,1,5,4,male : divorced/separated,none,3,real estate,40,none,2,1,4,0 to 2,2,2,0
777,1,6,4,car (used),3384,1,3,1,male : divorced/separated,none,4,unknown / no property,44,none,1,1,4,0 to 2,2,2,0
778,2,18,4,furniture/equipment,1245,1,3,4,female : single,none,2,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,1,2,0
779,4,15,2,repairs,4623,2,3,3,male : married/widowed,none,2,car or other,40,none,2,1,4,0 to 2,2,2,0
780,2,30,4,car (used),8386,1,4,2,male : married/widowed,none,2,car or other,49,none,2,1,3,0 to 2,1,2,0
781,1,24,3,furniture/equipment,1024,1,2,4,female : single,none,4,unknown / no property,48,stores,2,1,3,0 to 2,1,2,0
782,2,36,2,others,14318,1,5,4,male : married/widowed,none,2,real estate,57,none,3,1,4,0 to 2,2,2,0
783,2,6,1,repairs,433,4,2,4,female : non-single or male : single,none,2,car or other,24,bank,1,1,3,3 or more,1,2,0
784,1,12,1,furniture/equipment,2149,1,3,4,male : divorced/separated,none,1,real estate,29,none,3,1,3,0 to 2,1,2,0
785,4,24,2,furniture/equipment,2397,3,5,3,male : married/widowed,none,2,building soc. savings agr./life insurance,35,bank,2,2,3,0 to 2,2,2,0
786,2,6,1,others,931,2,2,1,female : non-single or male : single,none,1,car or other,32,stores,2,1,2,0 to 2,1,2,0
787,2,15,3,domestic appliances,1512,4,3,3,female : single,none,3,car or other,61,stores,2,2,3,0 to 2,1,2,0
788,2,24,0,retraining,4241,1,3,1,male : married/widowed,none,4,unknown / no property,36,none,2,3,2,0 to 2,2,2,0
789,2,24,4,car (used),4736,1,2,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,25,bank,2,1,2,0 to 2,1,2,0
790,2,15,0,others,1778,1,2,2,female : non-single or male : single,none,1,unknown / no property,26,none,1,2,1,0 to 2,1,2,0
791,3,15,2,furniture/equipment,2327,1,2,2,female : non-single or male : single,none,3,unknown / no property,25,none,2,1,2,0 to 2,1,2,0
792,1,24,1,car (used),6872,1,2,2,male : divorced/separated,none,1,car or other,55,bank,2,1,3,0 to 2,2,2,0
793,1,12,2,repairs,795,1,2,4,female : non-single or male : single,none,4,car or other,53,none,2,1,3,0 to 2,1,2,0
794,3,30,3,retraining,1908,1,5,4,male : married/widowed,none,4,unknown / no property,66,none,2,1,4,0 to 2,2,2,0
795,2,36,0,retraining,1953,1,5,4,male : married/widowed,none,4,real estate,61,none,3,1,4,0 to 2,2,2,0
796,3,18,2,car (used),2864,1,3,2,male : married/widowed,none,1,unknown / no property,34,none,2,1,2,3 or more,1,2,0
797,3,21,4,repairs,2319,1,2,2,male : divorced/separated,none,1,building soc. savings agr./life insurance,33,none,1,1,3,0 to 2,1,2,0
798,1,24,2,others,915,5,5,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,29,bank,2,1,3,0 to 2,1,2,0
799,3,24,2,others,947,1,4,4,male : married/widowed,none,3,real estate,38,bank,3,1,3,3 or more,1,2,0
800,1,24,2,others,1381,5,3,4,female : non-single or male : single,none,2,car or other,35,none,2,1,3,0 to 2,1,2,0
801,1,24,2,others,1285,5,4,4,female : non-single or male : single,none,4,real estate,32,none,1,1,3,0 to 2,1,2,0
802,1,24,2,others,1371,5,3,4,female : non-single or male : single,none,4,unknown / no property,25,none,1,1,3,0 to 2,1,2,0
803,2,18,2,others,1042,5,3,4,female : non-single or male : single,none,2,car or other,33,none,2,1,3,0 to 2,1,2,0
804,1,12,2,others,900,5,3,4,female : single,none,2,building soc. savings agr./life insurance,23,none,2,1,3,0 to 2,1,2,0
805,1,24,2,others,1207,1,2,4,female : non-single or male : single,none,4,car or other,24,none,1,1,3,0 to 2,1,2,0
806,2,18,0,others,2278,2,2,3,female : non-single or male : single,none,3,building soc. savings agr./life insurance,28,none,2,2,3,0 to 2,1,2,0
807,1,60,3,retraining,6836,1,5,3,male : married/widowed,none,4,real estate,63,none,2,2,3,0 to 2,2,2,0
808,1,24,2,car (used),3345,1,5,4,male : married/widowed,none,2,car or other,39,none,1,1,4,0 to 2,2,2,0
809,1,6,1,repairs,1198,1,5,4,female : non-single or male : single,none,4,real estate,35,none,3,1,3,0 to 2,1,2,0
810,2,48,2,retraining,15672,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,2,1,3,0 to 2,2,2,0
811,1,60,2,retraining,7297,1,5,4,male : married/widowed,co-applicant,4,real estate,36,none,1,1,3,0 to 2,1,2,0
812,4,18,2,domestic appliances,1943,1,2,4,female : non-single or male : single,none,4,unknown / no property,23,none,2,1,3,0 to 2,1,2,0
813,1,18,2,furniture/equipment,3190,1,3,2,female : non-single or male : single,none,2,unknown / no property,24,none,2,1,3,0 to 2,1,2,0
814,2,9,1,car (new),5129,1,5,2,female : non-single or male : single,none,4,real estate,74,bank,3,1,4,3 or more,2,2,0
815,4,18,3,car (used),1808,1,4,4,female : non-single or male : single,none,1,unknown / no property,22,none,2,1,3,0 to 2,1,2,0
816,3,10,2,others,1240,2,5,1,female : non-single or male : single,none,4,real estate,48,none,3,1,2,3 or more,1,2,0
817,1,12,2,others,759,1,4,4,male : married/widowed,none,2,unknown / no property,26,none,2,1,3,0 to 2,1,2,0
818,2,8,2,car (used),1237,1,3,3,female : non-single or male : single,none,4,unknown / no property,24,none,2,1,3,0 to 2,1,2,0
819,4,9,2,car (used),1980,1,2,2,female : non-single or male : single,co-applicant,2,building soc. savings agr./life insurance,19,none,1,2,3,0 to 2,1,2,0
820,2,48,2,furniture/equipment,10961,4,4,1,male : married/widowed,co-applicant,2,real estate,27,bank,2,2,3,0 to 2,2,2,0
821,1,36,3,repairs,6887,1,3,4,male : married/widowed,none,3,car or other,29,stores,2,1,3,0 to 2,2,2,0
822,1,24,2,furniture/equipment,1938,1,2,4,male : divorced/separated,none,3,car or other,32,none,2,1,3,0 to 2,1,2,0
823,1,21,2,furniture/equipment,1835,1,3,3,female : non-single or male : single,none,2,unknown / no property,25,none,2,2,3,0 to 2,2,2,0
824,1,24,3,furniture/equipment,1659,1,2,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,29,none,1,1,2,0 to 2,2,2,0
825,2,6,3,others,1209,1,1,4,male : married/widowed,none,4,car or other,47,none,2,1,4,0 to 2,2,2,0
826,2,48,0,retraining,3844,2,4,4,male : married/widowed,none,4,real estate,34,none,3,1,2,3 or more,1,2,0
827,1,12,4,others,4843,1,5,3,male : married/widowed,co-applicant,4,car or other,43,none,1,2,3,0 to 2,2,2,0
828,2,12,2,domestic appliances,639,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,3,0 to 2,1,2,0
829,2,48,2,furniture/equipment,5951,1,3,2,female : non-single or male : single,none,2,unknown / no property,22,none,2,1,3,0 to 2,1,2,0
830,2,36,0,furniture/equipment,3804,1,3,4,female : non-single or male : single,none,1,building soc. savings agr./life insurance,42,none,2,1,3,0 to 2,2,2,0
831,4,36,3,furniture/equipment,4463,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,26,none,2,2,4,0 to 2,2,2,0
832,4,36,3,retraining,7980,5,2,4,male : married/widowed,none,4,building soc. savings agr./life insurance,27,none,1,2,3,0 to 2,2,2,0
833,3,36,2,furniture/equipment,4210,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,26,none,2,1,3,0 to 2,1,2,0
834,4,6,2,car (used),4611,1,2,1,female : non-single or male : single,none,4,car or other,32,none,2,1,3,0 to 2,1,2,0
835,2,24,2,car (new),11560,1,3,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,1,2,4,0 to 2,1,2,0
836,4,18,0,retraining,4165,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,36,stores,2,2,3,3 or more,1,2,0
837,2,24,2,car (used),4057,1,4,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,43,none,2,1,3,0 to 2,2,2,0
838,4,18,1,others,6458,1,5,2,male : married/widowed,none,4,real estate,39,bank,2,2,4,3 or more,2,2,0
839,4,12,2,others,1386,3,3,2,female : non-single or male : single,none,2,car or other,26,none,2,1,3,0 to 2,1,2,0
840,1,36,2,repairs,1977,5,5,4,male : married/widowed,none,4,real estate,40,none,2,1,4,0 to 2,2,2,0
841,2,18,4,car (used),1928,1,2,2,male : married/widowed,none,2,unknown / no property,31,none,2,2,2,0 to 2,1,2,0
842,4,12,2,car (used),1123,3,3,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,29,none,1,1,2,0 to 2,1,2,0
843,2,24,2,business,11328,1,3,2,male : married/widowed,co-applicant,3,building soc. savings agr./life insurance,29,bank,2,2,4,0 to 2,2,2,0
844,2,24,4,business,11938,1,3,2,male : married/widowed,co-applicant,3,building soc. savings agr./life insurance,39,none,2,2,4,3 or more,2,2,0
845,2,27,4,furniture/equipment,2520,3,3,4,male : married/widowed,none,2,car or other,23,none,2,2,2,0 to 2,1,2,0
846,2,30,3,furniture/equipment,1919,2,2,4,male : married/widowed,none,3,real estate,30,stores,2,2,4,0 to 2,1,2,0
847,2,60,1,business,14782,2,5,3,female : non-single or male : single,none,4,real estate,60,bank,3,2,4,0 to 2,2,2,0
848,2,36,2,furniture/equipment,2671,2,3,4,female : non-single or male : single,co-applicant,4,real estate,50,none,3,1,3,0 to 2,1,2,0
849,2,36,2,repairs,12612,2,3,1,male : married/widowed,none,4,real estate,47,none,3,1,3,3 or more,2,2,0
850,2,45,2,furniture/equipment,3031,2,3,4,male : married/widowed,guarantor,4,car or other,21,none,1,1,3,0 to 2,1,2,0
851,1,12,1,furniture/equipment,626,1,3,4,female : non-single or male : single,none,4,unknown / no property,24,bank,2,1,2,0 to 2,1,2,0
852,2,24,4,retraining,1935,1,5,4,male : divorced/separated,none,4,unknown / no property,31,none,2,2,3,0 to 2,2,2,0
853,3,24,4,others,1344,5,4,4,male : married/widowed,none,2,unknown / no property,37,bank,2,2,2,3 or more,1,2,0
854,4,18,2,car (used),1533,1,2,4,female : single,co-applicant,1,car or other,43,none,2,1,2,3 or more,1,2,0
855,1,48,2,others,3931,1,4,4,male : married/widowed,none,4,real estate,46,none,3,1,3,3 or more,1,2,0
856,1,24,1,car (used),3349,3,2,4,male : married/widowed,none,4,real estate,30,none,3,1,3,3 or more,2,2,0
857,1,36,2,furniture/equipment,2302,1,3,4,male : divorced/separated,none,4,building soc. savings agr./life insurance,31,none,1,1,3,0 to 2,1,2,0
