,age,workclass,fnlwgt,education,education.num,marital.status,occupation_category,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
23024,adult,Private,59590,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,0,20,United-States,0
23025,young adult,Private,236769,Assoc-acdm,12,Never-married,White Collar,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
23026,young adult,Self-emp-not-inc,423616,HS-grad,9,Married-civ-spouse,Service,Sales,Wife,White,Female,0,0,24,United-States,1
23027,young adult,Private,291407,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
23028,adult,Self-emp-inc,100029,Doctorate,16,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
23029,young adult,Private,204494,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,56,United-States,1
23030,young adult,Private,201680,HS-grad,9,Never-married,Blue Collar,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
23031,adult,Private,154308,Masters,14,Married-civ-spouse,White Collar,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1
23032,young adult,Private,150324,11th,7,Divorced,Blue Collar,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,0
23033,young adult,Local-gov,331609,Some-college,10,Widowed,Blue Collar,Transport-moving,Not-in-family,Black,Female,0,0,47,United-States,0
23034,young adult,Private,100829,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Wife,White,Female,0,0,50,United-States,1
23035,young adult,Private,203169,Assoc-voc,11,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,50,United-States,1
23036,young adult,Private,122075,Bachelors,13,Never-married,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
23037,young adult,Private,178778,Some-college,10,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
23038,young adult,Private,276345,HS-grad,9,Never-married,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
23039,adult,Private,233511,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,50,United-States,1
23040,young adult,Private,289448,Assoc-voc,11,Never-married,White Collar,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0
23041,young adult,Private,173350,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
23042,young adult,Private,130589,Some-college,10,Divorced,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
23043,late adulthood,Private,94318,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
23044,young adult,Private,297531,Bachelors,13,Never-married,Service,Sales,Own-child,White,Female,0,0,40,United-States,0
23045,adult,Private,129762,HS-grad,9,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
23046,young adult,Private,182614,Some-college,10,Never-married,Service,Sales,Other-relative,White,Female,0,0,40,Poland,0
23047,late adulthood,Private,120067,9th,5,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,45,United-States,0
23048,adult,Private,182370,Assoc-acdm,12,Divorced,Blue Collar,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
23049,adult,State-gov,60949,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23050,young adult,Private,190511,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
23051,adult,Private,188195,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
23052,adult,Private,89534,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
23053,young adult,Private,183358,HS-grad,9,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico,0
23054,young adult,?,75024,7th-8th,4,Divorced,,Other,Not-in-family,White,Female,0,0,40,United-States,0
23055,young adult,Private,251120,Assoc-acdm,12,Never-married,Service,Sales,Not-in-family,White,Male,0,0,40,England,0
23056,young adult,Private,108946,HS-grad,9,Divorced,White Collar,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
23057,young adult,Private,93223,Some-college,10,Divorced,White Collar,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,0
23058,late adulthood,Private,147393,Prof-school,15,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,20,United-States,0
23059,late adulthood,?,45801,HS-grad,9,Married-civ-spouse,,Other,Husband,White,Male,0,0,70,United-States,0
23060,young adult,State-gov,225385,HS-grad,9,Divorced,White Collar,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
23061,young adult,Federal-gov,23892,HS-grad,9,Divorced,White Collar,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
23062,young adult,Private,179668,HS-grad,9,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,40,Scotland,0
23063,young adult,Self-emp-not-inc,404998,Assoc-voc,11,Never-married,Blue Collar,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
23064,adult,Private,68882,1st-4th,2,Widowed,Service,Other-service,Unmarried,White,Female,0,0,35,Portugal,0
23065,adult,Self-emp-not-inc,194065,Assoc-acdm,12,Divorced,Service,Sales,Not-in-family,White,Female,0,0,40,United-States,0
23066,young adult,Private,185336,Assoc-voc,11,Married-civ-spouse,White Collar,Adm-clerical,Wife,Black,Female,0,0,40,United-States,0
23067,young adult,State-gov,152503,Some-college,10,Never-married,White Collar,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,0
23068,adult,Private,167794,Doctorate,16,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,38,United-States,1
23069,adult,Private,96552,Some-college,10,Divorced,Blue Collar,Machine-op-inspct,Own-child,White,Female,0,0,17,United-States,0
23070,adult,State-gov,254285,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
23071,adult,Private,32509,Some-college,10,Divorced,Service,Other-service,Unmarried,White,Female,0,0,40,United-States,0
23072,adult,Private,125492,Bachelors,13,Divorced,White Collar,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
23073,young adult,Self-emp-inc,186035,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,60,United-States,1
23074,late adulthood,?,168794,7th-8th,4,Married-civ-spouse,,Other,Husband,White,Male,0,0,48,United-States,0
23075,young adult,Private,215503,HS-grad,9,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,0
23076,adult,Local-gov,190748,Some-college,10,Divorced,White Collar,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,0
23077,young adult,Private,117767,Assoc-acdm,12,Never-married,Service,Sales,Own-child,White,Male,0,0,20,United-States,0
23078,young adult,Private,301070,HS-grad,9,Divorced,Blue Collar,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,0
23079,young adult,Private,186183,Masters,14,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
23080,young adult,Private,131808,Assoc-voc,11,Divorced,Blue Collar,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
23081,young adult,State-gov,156292,HS-grad,9,Never-married,Blue Collar,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,0
23082,young adult,Private,124589,HS-grad,9,Never-married,Service,Sales,Own-child,White,Female,0,0,40,United-States,0
23083,young adult,Private,262819,Some-college,10,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
23084,late adulthood,Private,95500,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,40,United-States,0
23085,young adult,Private,241306,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,45,United-States,0
23086,young adult,Private,238680,Some-college,10,Never-married,Service,Sales,Not-in-family,Black,Male,0,0,55,Outlying-US(Guam-USVI-etc),0
23087,young,?,42293,10th,6,Never-married,,Other,Own-child,White,Female,0,0,30,United-States,0
23088,adult,Local-gov,168071,HS-grad,9,Divorced,White Collar,Exec-managerial,Own-child,White,Male,0,0,45,United-States,0
23089,adult,Private,337629,12th,8,Married-civ-spouse,Blue Collar,Craft-repair,Husband,Black,Male,0,0,60,?,1
23090,adult,Private,168001,Masters,14,Divorced,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
23091,young adult,Private,97759,12th,8,Never-married,Service,Other-service,Unmarried,White,Female,0,0,17,United-States,0
23092,adult,Self-emp-not-inc,107096,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
23093,adult,Private,76860,HS-grad,9,Married-civ-spouse,Service,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,0
23094,young,Private,70076,Some-college,10,Never-married,Blue Collar,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
23095,young adult,Private,312017,Some-college,10,Never-married,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
23096,young adult,Private,174138,Assoc-acdm,12,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23097,adult,Private,125892,Bachelors,13,Divorced,White Collar,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,0
23098,young adult,Private,210474,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
23099,young adult,State-gov,157332,Some-college,10,Never-married,Service,Other-service,Own-child,White,Female,0,0,15,United-States,0
23100,young adult,Private,30771,Some-college,10,Never-married,White Collar,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
23101,young adult,Private,319768,Masters,14,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,45,France,1
23102,young adult,Private,324609,HS-grad,9,Never-married,White Collar,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
23103,adult,Private,268234,HS-grad,9,Divorced,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
23104,young adult,Local-gov,178109,HS-grad,9,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,43,United-States,0
23105,young adult,Private,25955,9th,5,Never-married,Blue Collar,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States,0
23106,late adulthood,?,123484,HS-grad,9,Widowed,,Other,Other-relative,White,Female,0,0,25,United-States,0
23107,adult,Local-gov,129762,Some-college,10,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
23108,young adult,Self-emp-not-inc,108506,Assoc-voc,11,Never-married,Blue Collar,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,United-States,0
23109,young adult,Private,241607,Bachelors,13,Never-married,White Collar,Tech-support,Other-relative,White,Male,0,0,50,United-States,0
23110,young adult,Federal-gov,214385,HS-grad,9,Never-married,White Collar,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
23111,young adult,Local-gov,183000,Masters,14,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
23112,young adult,Private,290763,Some-college,10,Never-married,Service,Sales,Not-in-family,White,Female,0,0,40,United-States,0
23113,adult,Private,171924,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,43,United-States,1
23114,young,Private,97189,Some-college,10,Never-married,Service,Sales,Own-child,White,Female,0,0,22,United-States,0
23115,young adult,Federal-gov,329088,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
23116,young adult,Private,58371,HS-grad,9,Never-married,White Collar,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
23117,young adult,?,256371,12th,8,Never-married,,Other,Own-child,Black,Female,0,0,40,United-States,0
23118,adult,Private,35824,Some-college,10,Separated,White Collar,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
23119,adult,Private,173271,HS-grad,9,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
23120,young adult,Private,391349,Bachelors,13,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
23121,young adult,Private,86153,Some-college,10,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23122,young adult,Private,295855,11th,7,Divorced,Service,Other-service,Not-in-family,White,Female,0,0,70,United-States,0
23123,young adult,Self-emp-not-inc,327902,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,45,United-States,0
23124,young adult,Private,285102,Masters,14,Never-married,White Collar,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Taiwan,1
23125,adult,Private,178353,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,50,United-States,1
23126,adult,Private,28119,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,7,United-States,0
23127,adult,Private,197522,Some-college,10,Separated,Blue Collar,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
23128,young adult,Private,108542,Bachelors,13,Never-married,White Collar,Exec-managerial,Own-child,White,Male,0,0,35,United-States,0
23129,adult,Private,179781,HS-grad,9,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
23130,young adult,Private,126974,HS-grad,9,Never-married,Blue Collar,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
23131,young adult,Private,180060,Bachelors,13,Never-married,Blue Collar,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,0
23132,young adult,Local-gov,38948,Some-college,10,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,50,United-States,0
23133,young adult,Private,271572,9th,5,Never-married,Service,Other-service,Other-relative,White,Male,0,0,52,United-States,0
23134,adult,Private,177305,Assoc-acdm,12,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,60,United-States,1
23135,young adult,Private,238367,HS-grad,9,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23136,young adult,Private,172232,HS-grad,9,Divorced,Service,Other-service,Not-in-family,Black,Female,0,0,30,United-States,0
23137,young adult,Private,153805,HS-grad,9,Never-married,Service,Other-service,Unmarried,Other,Male,0,0,20,Puerto-Rico,0
23138,young adult,Private,26543,Bachelors,13,Divorced,Service,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
23139,adult,Private,109067,Bachelors,13,Separated,White Collar,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
23140,young adult,Private,213716,Assoc-voc,11,Divorced,Service,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
23141,adult,Private,149809,Preschool,1,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,40,?,0
23142,young adult,Private,185670,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,60,United-States,1
23143,adult,Federal-gov,233851,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
23144,young adult,Private,213385,HS-grad,9,Never-married,White Collar,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
23145,young adult,Private,38238,Bachelors,13,Never-married,Service,Other-service,Own-child,White,Male,0,0,40,United-States,0
23146,late adulthood,Private,104438,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,Ireland,1
23147,young,Private,202344,10th,6,Never-married,Service,Other-service,Own-child,White,Male,0,0,25,United-States,0
23148,adult,Self-emp-not-inc,43434,Bachelors,13,Never-married,White Collar,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
23149,adult,Private,102147,Assoc-voc,11,Divorced,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
23150,young adult,Private,231826,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,United-States,1
23151,adult,State-gov,247378,Some-college,10,Divorced,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,0
23152,young adult,Private,184078,HS-grad,9,Never-married,Service,Other-service,Other-relative,White,Female,0,0,40,United-States,0
23153,young,Private,258430,Some-college,10,Never-married,Service,Other-service,Own-child,White,Female,0,0,19,United-States,0
23154,adult,Private,244554,11th,7,Divorced,Service,Other-service,Not-in-family,Black,Female,0,0,35,United-States,0
23155,young adult,Private,252565,10th,6,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,55,United-States,0
23156,young adult,Private,262778,Masters,14,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,37,United-States,0
23157,young adult,Private,162572,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,55,United-States,1
23158,young adult,Private,65706,HS-grad,9,Divorced,Service,Other-service,Unmarried,White,Female,0,0,40,United-States,0
23159,adult,Federal-gov,102569,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,1
23160,late adulthood,Private,350498,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,28,United-States,0
23161,late adulthood,?,159542,5th-6th,3,Widowed,,Other,Unmarried,Black,Female,0,0,40,United-States,0
23162,young adult,Private,142383,Assoc-acdm,12,Never-married,Service,Sales,Not-in-family,Other,Male,0,0,36,United-States,0
23163,young adult,Private,229236,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,Other,Male,0,0,40,Puerto-Rico,0
23164,late adulthood,Private,56559,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,12,United-States,0
23165,young adult,Private,27049,Some-college,10,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,12,United-States,0
23166,young adult,Private,36376,Some-college,10,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
23167,young adult,Private,246965,Some-college,10,Never-married,White Collar,Prof-specialty,Not-in-family,White,Male,0,0,12,United-States,0
23168,young adult,Private,268525,Bachelors,13,Never-married,White Collar,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,0
23169,young adult,Private,456604,11th,7,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
23170,young adult,Private,223464,Some-college,10,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
23171,adult,Private,341797,HS-grad,9,Divorced,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23172,young adult,Private,174461,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
23173,adult,Private,392167,10th,6,Divorced,Service,Sales,Not-in-family,White,Male,0,0,48,United-States,0
23174,late adulthood,Private,210064,HS-grad,9,Divorced,,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
23175,late adulthood,?,233182,HS-grad,9,Divorced,,Other,Not-in-family,White,Female,0,0,7,United-States,0
23176,late adulthood,Private,143312,Some-college,10,Divorced,Service,Other-service,Not-in-family,White,Female,0,0,60,United-States,0
23177,young adult,Private,326334,Some-college,10,Never-married,Blue Collar,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
23178,young adult,Private,179088,Some-college,10,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23179,young,Private,207637,11th,7,Never-married,Blue Collar,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,0
23180,adult,Federal-gov,37289,Masters,14,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1
23181,young adult,Private,36069,HS-grad,9,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
23182,young adult,Federal-gov,53245,Bachelors,13,Never-married,White Collar,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
23183,young adult,Self-emp-inc,399904,HS-grad,9,Never-married,Blue Collar,Craft-repair,Other-relative,White,Male,0,0,50,Mexico,0
23184,young adult,Self-emp-inc,199346,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Wife,White,Female,0,0,45,United-States,0
23185,young adult,Private,343019,10th,6,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
23186,young adult,State-gov,232742,Some-college,10,Never-married,White Collar,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
23187,late adulthood,Self-emp-not-inc,390472,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
23188,adult,Private,290124,5th-6th,3,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
23189,young adult,Private,70240,5th-6th,3,Married-spouse-absent,Service,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,0
23190,young adult,Private,153841,Some-college,10,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
23191,young adult,Private,137367,Bachelors,13,Never-married,Service,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,44,Philippines,0
23192,late adulthood,Private,313255,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,24,United-States,0
23193,young adult,Private,100734,Some-college,10,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
23194,young adult,Private,248584,HS-grad,9,Never-married,Blue Collar,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
23195,adult,Private,60001,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,United-States,1
23196,young,Private,335065,7th-8th,4,Never-married,Service,Sales,Own-child,White,Male,0,0,30,Mexico,0
23197,young,Private,219262,11th,7,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0
23198,young,Private,186830,HS-grad,9,Never-married,Blue Collar,Transport-moving,Other-relative,Black,Male,0,0,45,United-States,0
23199,young adult,Private,226385,Masters,14,Divorced,White Collar,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0
23200,young adult,Private,609789,Assoc-acdm,12,Married-spouse-absent,Blue Collar,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
23201,adult,Private,307767,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,60,United-States,0
23202,young adult,Private,217460,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,60,United-States,1
23203,adult,Local-gov,160893,Preschool,1,Never-married,Blue Collar,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,0
23204,young,Private,68358,Some-college,10,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,12,United-States,0
23205,adult,Self-emp-not-inc,243636,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,50,United-States,1
23206,adult,Self-emp-not-inc,71269,Bachelors,13,Divorced,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
23207,adult,Private,71898,5th-6th,3,Married-civ-spouse,Blue Collar,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,0
23208,young adult,?,212048,Prof-school,15,Divorced,,Other,Not-in-family,White,Female,0,0,30,United-States,0
23209,young adult,Local-gov,115040,HS-grad,9,Married-civ-spouse,Blue Collar,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,0
23210,young adult,Private,210794,Bachelors,13,Never-married,White Collar,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
23211,young adult,?,88126,Some-college,10,Never-married,,Other,Own-child,White,Male,0,0,40,United-States,0
23212,young adult,Private,570821,Some-college,10,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
23213,late adulthood,?,146196,Bachelors,13,Married-civ-spouse,,Other,Husband,White,Male,0,0,40,United-States,0
23214,adult,State-gov,169482,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,40,United-States,1
23215,young adult,Private,63577,Some-college,10,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
23216,young adult,Private,208946,Some-college,10,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
23217,adult,Self-emp-not-inc,26598,HS-grad,9,Divorced,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23218,young adult,Private,189203,Assoc-voc,11,Never-married,,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
23219,young adult,Private,183892,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
23220,late adulthood,?,194590,Assoc-voc,11,Widowed,,Other,Not-in-family,White,Female,0,0,8,United-States,0
23221,young,Private,188616,11th,7,Never-married,Service,Sales,Own-child,White,Male,0,0,15,United-States,0
23222,late adulthood,Private,116707,11th,7,Divorced,,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
23223,young adult,Private,99199,Some-college,10,Never-married,Blue Collar,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
23224,young adult,Local-gov,183620,Some-college,10,Never-married,,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,1
23225,young adult,Private,110476,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
23226,adult,Private,150726,Some-college,10,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23227,young adult,Private,214695,HS-grad,9,Never-married,Service,Sales,Own-child,Black,Male,0,0,60,United-States,0
23228,young adult,Private,172694,Some-college,10,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,Black,Male,0,0,50,United-States,0
23229,young adult,Private,344804,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,50,Mexico,0
23230,young adult,Private,319422,Some-college,10,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,60,Peru,0
23231,young adult,State-gov,327902,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,55,United-States,0
23232,young adult,Private,438176,Assoc-voc,11,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,65,United-States,0
23233,adult,Private,197656,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
23234,young adult,Private,219838,10th,6,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
23235,adult,Self-emp-not-inc,35561,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
23236,young adult,?,156848,Some-college,10,Never-married,,Other,Own-child,White,Male,0,0,40,United-States,0
23237,adult,Private,190257,7th-8th,4,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
23238,young adult,Private,156464,Bachelors,13,Divorced,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,85,England,1
23239,young adult,Private,65624,Bachelors,13,Never-married,White Collar,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
23240,adult,Private,201699,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,1
23241,adult,Private,349910,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,45,United-States,1
23242,late adulthood,Self-emp-not-inc,187097,Prof-school,15,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
23243,late adulthood,Self-emp-not-inc,264314,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,35,Columbia,0
23244,adult,Self-emp-not-inc,282678,Masters,14,Separated,White Collar,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,0
